putanja_slike,labela
..\input\skalirane\nepravilno_nos\mask_nos_114.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_115.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_116.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_117.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_118.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_119.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_120.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_121.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_122.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_123.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_124.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_125.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_126.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_127.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_128.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_129.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_130.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_131.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_132.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_133.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_134.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_135.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_136.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_137.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_138.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_139.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_140.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_141.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_142.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_143.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_144.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_145.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_146.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_147.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_148.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_149.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_150.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_151.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_152.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_153.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_154.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_155.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_156.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_157.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_158.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_159.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_160.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_161.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_162.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_163.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_164.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_165.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_166.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_167.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_168.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_169.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_170.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_171.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_172.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_173.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_174.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_175.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_176.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_177.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_178.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_179.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_180.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_181.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_182.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_183.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_184.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_185.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_186.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_187.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_188.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_189.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_190.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_191.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_192.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_193.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_194.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_195.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_196.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_197.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_198.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_199.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_200.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_201.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_202.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_203.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_204.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_205.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_206.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_207.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_208.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_209.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_210.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_211.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_212.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_213.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_214.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_215.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_216.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_217.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_218.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_219.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_220.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_221.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_222.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_223.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_224.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_225.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_226.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_227.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_228.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_229.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_230.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_231.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_232.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_233.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_234.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_235.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_236.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_237.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_238.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_239.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_240.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_241.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_242.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_243.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_244.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_245.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_246.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_247.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_248.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_249.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_250.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_251.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_252.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_253.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_254.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_255.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_256.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_257.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_258.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_259.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_260.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_261.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_262.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_263.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_264.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_265.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_266.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_267.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_268.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_269.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_270.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_271.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_272.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_273.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_274.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_275.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_276.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_277.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_278.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_279.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_280.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_281.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_282.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_283.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_284.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_285.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_286.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_287.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_288.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_289.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_290.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_291.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_292.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_293.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_294.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_295.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_296.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_297.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_298.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_299.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_300.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_301.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_302.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_303.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_304.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_305.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_306.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_307.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_308.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_309.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_310.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_311.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_312.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_313.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_314.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_315.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_316.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_317.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_318.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_319.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_320.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_321.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_322.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_323.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_324.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_325.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_326.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_327.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_328.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_329.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_330.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_331.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_332.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_333.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_334.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_335.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_336.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_337.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_338.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_339.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_340.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_341.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_342.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_343.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_344.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_345.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_346.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_347.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_348.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_349.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_350.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_351.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_352.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_353.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_354.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_355.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_356.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_357.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_358.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_359.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_360.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_361.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_362.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_363.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_364.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_365.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_366.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_367.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_368.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_369.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_370.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_371.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_372.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_373.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_374.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_375.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_376.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_377.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_378.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_379.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_380.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_381.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_382.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_383.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_384.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_385.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_386.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_387.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_388.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_389.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_390.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_391.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_392.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_393.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_394.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_395.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_396.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_397.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_398.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_399.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_400.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_401.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_402.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_403.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_404.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_405.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_406.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_407.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_408.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_409.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_410.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_411.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_412.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_413.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_414.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_415.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_416.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_417.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_418.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_419.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_420.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_421.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_422.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_423.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_424.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_425.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_426.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_427.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_428.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_429.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_430.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_431.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_432.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_433.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_434.jpg,1
..\input\skalirane\nepravilno_nos\mask_nos_435.jpg,1
