putanja_slike,labela
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_74.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_75.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_76.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_77.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_78.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_79.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_80.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_81.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_82.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_83.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_84.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_85.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_86.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_87.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_88.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_89.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_90.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_91.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_92.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_93.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_94.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_95.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_96.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_97.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_98.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_99.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_100.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_101.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_102.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_103.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_104.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_105.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_106.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_107.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_108.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_109.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_110.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_111.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_112.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_113.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_114.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_115.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_116.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_117.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_118.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_119.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_120.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_121.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_122.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_123.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_124.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_125.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_126.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_127.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_128.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_129.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_130.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_131.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_132.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_133.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_134.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_135.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_136.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_137.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_138.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_139.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_140.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_141.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_142.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_143.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_144.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_145.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_146.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_147.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_148.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_149.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_150.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_151.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_152.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_153.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_154.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_155.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_156.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_157.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_158.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_159.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_160.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_161.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_162.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_163.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_164.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_165.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_166.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_167.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_168.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_169.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_170.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_171.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_172.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_173.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_174.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_175.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_176.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_177.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_178.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_179.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_180.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_181.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_182.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_183.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_184.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_185.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_186.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_187.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_188.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_189.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_190.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_191.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_192.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_193.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_194.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_195.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_196.jpg,2
..\input\undersampling\nepravilno_nos_usta\mask_nos_usta_197.jpg,2
