putanja_slike,labela
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_44.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_45.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_46.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_47.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_48.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_49.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_50.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_51.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_52.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_53.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_54.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_55.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_56.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_57.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_58.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_59.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_60.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_61.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_62.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_63.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_64.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_65.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_66.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_67.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_68.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_69.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_70.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_71.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_72.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_73.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_74.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_75.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_76.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_77.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_78.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_79.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_80.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_81.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_82.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_83.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_84.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_85.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_86.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_87.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_88.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_89.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_90.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_91.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_92.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_93.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_94.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_95.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_96.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_97.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_98.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_99.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_100.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_101.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_102.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_103.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_104.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_105.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_106.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_107.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_108.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_109.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_110.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_111.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_112.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_113.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_114.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_115.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_116.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_117.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_118.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_119.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_120.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_121.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_122.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_123.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_124.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_125.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_126.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_127.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_128.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_129.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_130.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_131.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_132.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_133.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_134.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_135.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_136.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_137.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_138.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_139.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_140.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_141.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_142.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_143.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_144.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_145.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_146.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_147.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_148.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_149.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_150.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_151.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_152.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_153.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_154.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_155.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_156.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_157.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_158.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_159.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_160.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_161.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_162.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_163.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_164.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_165.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_166.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_167.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_168.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_169.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_170.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_171.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_172.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_173.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_174.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_175.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_176.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_177.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_178.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_179.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_180.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_181.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_182.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_183.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_184.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_185.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_186.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_187.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_188.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_189.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_190.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_191.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_192.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_193.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_194.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_195.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_196.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_197.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_198.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_199.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_200.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_201.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_202.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_203.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_204.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_205.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_206.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_207.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_208.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_209.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_210.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_211.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_212.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_213.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_214.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_215.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_216.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_217.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_218.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_219.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_220.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_221.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_222.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_223.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_224.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_225.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_226.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_227.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_228.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_229.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_230.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_231.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_232.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_233.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_234.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_235.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_236.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_237.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_238.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_239.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_240.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_241.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_242.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_243.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_244.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_245.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_246.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_247.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_248.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_249.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_250.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_251.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_252.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_253.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_254.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_255.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_256.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_257.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_258.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_259.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_260.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_261.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_262.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_263.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_264.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_265.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_266.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_267.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_268.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_269.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_270.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_271.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_272.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_273.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_274.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_275.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_276.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_277.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_278.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_279.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_280.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_281.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_282.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_283.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_284.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_285.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_286.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_287.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_288.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_289.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_290.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_291.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_292.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_293.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_294.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_295.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_296.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_297.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_298.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_299.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_300.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_301.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_302.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_303.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_304.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_305.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_306.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_307.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_308.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_309.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_310.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_311.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_312.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_313.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_314.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_315.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_316.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_317.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_318.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_319.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_320.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_321.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_322.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_323.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_324.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_325.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_326.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_327.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_328.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_329.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_330.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_331.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_332.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_333.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_334.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_335.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_336.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_337.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_338.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_339.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_340.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_341.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_342.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_343.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_344.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_345.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_346.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_347.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_348.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_349.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_350.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_351.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_352.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_353.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_354.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_355.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_356.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_357.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_358.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_359.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_360.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_361.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_362.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_363.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_364.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_365.jpg,2
..\input\skalirane\nepravilno_nos_usta\mask_nos_usta_366.jpg,2
