putanja_slike,labela
..\input\undersampling\nepravilno_brada\mask_brada_64.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_65.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_66.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_67.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_68.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_69.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_70.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_71.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_72.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_73.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_74.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_75.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_76.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_77.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_78.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_79.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_80.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_81.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_82.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_83.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_84.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_85.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_86.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_87.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_88.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_89.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_90.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_91.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_92.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_93.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_94.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_95.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_96.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_97.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_98.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_99.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_100.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_101.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_102.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_103.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_104.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_105.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_106.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_107.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_108.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_109.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_110.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_111.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_112.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_113.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_114.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_115.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_116.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_117.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_118.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_119.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_120.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_121.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_122.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_123.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_124.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_125.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_126.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_127.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_128.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_129.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_130.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_131.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_132.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_133.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_134.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_135.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_136.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_137.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_138.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_139.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_140.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_141.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_142.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_143.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_144.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_145.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_146.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_147.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_148.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_149.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_150.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_151.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_152.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_153.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_154.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_155.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_156.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_157.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_158.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_159.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_160.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_161.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_162.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_163.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_164.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_165.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_166.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_167.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_168.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_169.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_170.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_171.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_172.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_173.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_174.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_175.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_176.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_177.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_178.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_179.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_180.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_181.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_182.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_183.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_184.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_185.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_186.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_187.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_188.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_189.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_190.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_191.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_192.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_193.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_194.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_195.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_196.jpg,3
..\input\undersampling\nepravilno_brada\mask_brada_197.jpg,3
